LOGRECNO,GEOID,Population 15 years and over in the United States,Median income 
37855,86000US78704,36292,31351
37856,86000US78705,30680,5377
37857,86000US78712,548,2499
37858,86000US78717,17886,47405
37859,86000US78719,1349,22029
37860,86000US78721,8982,17548
37861,86000US78722,5656,34438
37862,86000US78723,23720,23943
37863,86000US78724,15033,20123
37864,86000US78725,6141,24460
37865,86000US78726,10619,39955
37866,86000US78727,24106,37322
37867,86000US78728,17350,32646
37868,86000US78729,22334,35899
37869,86000US78730,6997,52582
37870,86000US78731,21578,45792
37871,86000US78732,9900,64888
37872,86000US78733,7156,53695
37873,86000US78734,14931,41131
37874,86000US78735,14002,45174
37875,86000US78736,5609,40358
37876,86000US78737,10169,52182
37877,86000US78738,9745,54188
37878,86000US78739,12030,60938
37879,86000US78741,39344,16478
37880,86000US78742,574,19875
37881,86000US78744,31923,21377
37882,86000US78745,48281,30388
37883,86000US78746,21670,60066
37884,86000US78747,12098,30038
37885,86000US78748,33690,34388
37886,86000US78749,27715,44539
37887,86000US78750,22279,41887
37888,86000US78751,12789,25985
37889,86000US78752,14463,20318
37890,86000US78753,39654,21008
37891,86000US78754,11939,32031
37892,86000US78756,7108,38897
37893,86000US78757,19011,34199
37894,86000US78758,36028,23804
37895,86000US78759,34179,42107
37896,86000US78801,16421,17314
37897,86000US78802,842,9812
37898,86000US78827,1412,9991
37899,86000US78828,202,15819
37900,86000US78829,957,8956
37901,86000US78830,533,15429
37902,86000US78832,2895,16479
37903,86000US78833,1203,15131
37904,86000US78834,5756,17005
37905,86000US78836,20,.
37906,86000US78837,123,23611
37907,86000US78838,213,22050
37908,86000US78839,6378,13955
37909,86000US78840,36283,19503
37910,86000US78843,197,22917
37911,86000US78850,1046,21356
37912,86000US78851,24,.
37913,86000US78852,38700,15027
37914,86000US78860,266,9304
37915,86000US78861,10803,18740
37916,86000US78870,776,20848
37917,86000US78871,18,9545
37918,86000US78872,1544,14402
37919,86000US78873,1472,19574
37920,86000US78877,886,17042
37921,86000US78879,300,20324
37922,86000US78880,1524,20739
37923,86000US78881,1490,15429
37924,86000US78883,275,41220
37925,86000US78884,820,19453
37926,86000US78885,106,48571
37927,86000US78886,502,26938
37928,86000US78931,176,30833
37929,86000US78932,443,20694
37930,86000US78933,1265,38173
37931,86000US78934,5281,23817
37932,86000US78935,855,28882
37933,86000US78938,427,21135
37934,86000US78940,2061,27739
37935,86000US78941,2329,23622
37936,86000US78942,6652,21890
37937,86000US78943,215,26131
37938,86000US78944,576,23558
37939,86000US78945,8388,25095
37940,86000US78946,793,23030
37941,86000US78947,3828,29449
37942,86000US78948,731,29792
37943,86000US78949,315,32981
37944,86000US78950,2141,31633
37945,86000US78951,34,.
37946,86000US78953,577,33077
37947,86000US78954,965,22554
37948,86000US78956,4219,22512
37949,86000US78957,6899,25924
37950,86000US78959,1945,19357
37951,86000US78962,4075,24874
37952,86000US78963,765,30467
37953,86000US79001,218,34583
37954,86000US79003,180,34063
37955,86000US79005,1278,28026
37956,86000US79007,11031,24349
37957,86000US79009,1592,20950
37958,86000US79010,529,22500
37959,86000US79011,239,30096
37960,86000US79012,794,44049
37961,86000US79013,2366,23855
37962,86000US79014,2950,28380
37963,86000US79015,16631,24894
37964,86000US79016,99,4773
37965,86000US79018,310,22917
37966,86000US79019,1278,29068
37967,86000US79021,64,23472
37968,86000US79022,8646,25410
37969,86000US79024,274,27961
37970,86000US79025,32,13542
37971,86000US79027,3583,20705
37972,86000US79029,11821,24488
37973,86000US79031,1006,25243
37974,86000US79032,104,27000
37975,86000US79033,60,75909
37976,86000US79034,632,26979
37977,86000US79035,3768,21054
37978,86000US79036,4360,25111
37979,86000US79039,643,28938
37980,86000US79040,1192,32602
37981,86000US79041,2802,20952
37982,86000US79042,1054,22470
37983,86000US79043,1383,17578
37984,86000US79044,419,29900
37985,86000US79045,14136,22305
37986,86000US79046,331,26688
37987,86000US79051,30,.
37988,86000US79052,971,28114
37989,86000US79053,127,52679
37990,86000US79054,330,19563
37991,86000US79056,47,31875
37992,86000US79057,951,22794
37993,86000US79058,0,.
37994,86000US79059,690,26750
37995,86000US79061,400,31406
37996,86000US79062,234,32159
37997,86000US79063,544,28281
37998,86000US79064,1864,20611
37999,86000US79065,16884,24058
38000,86000US79068,2230,27966
38001,86000US79070,7485,25354
38002,86000US79072,21285,20374
38003,86000US79078,275,26304
38004,86000US79079,1979,21927
38005,86000US79080,486,25000
38006,86000US79081,2999,24767
38007,86000US79082,285,27500
38008,86000US79083,2041,29849
38009,86000US79084,1863,23828
38010,86000US79085,27,.
38011,86000US79086,1835,28315
38012,86000US79087,674,18406
38013,86000US79088,4459,17258
38014,86000US79091,90,22386
38015,86000US79092,880,24274
38016,86000US79093,19,15893
38017,86000US79094,82,52917
38018,86000US79095,2004,21386
38019,86000US79096,1638,30552
38020,86000US79097,1041,35610
38021,86000US79098,420,25185
38022,86000US79101,2421,15009
38023,86000US79102,7401,23852
38024,86000US79103,8484,23615
38025,86000US79104,5116,16839
38026,86000US79105,0,.
38027,86000US79106,22688,22475
38028,86000US79107,24850,17621
38029,86000US79108,13890,26627
38030,86000US79109,34985,30152
38031,86000US79110,14252,26778
38032,86000US79111,1169,24024
38033,86000US79118,15247,30291
38034,86000US79119,9517,42826
38035,86000US79121,5603,38204
38036,86000US79124,6678,38212
38037,86000US79201,5799,26425
38038,86000US79220,226,24861
38039,86000US79225,825,20121
38040,86000US79226,2597,20612
38041,86000US79227,1001,18558
38042,86000US79229,314,24018
38043,86000US79230,149,16917
38044,86000US79231,17,.
38045,86000US79233,181,8594
38046,86000US79234,76,15833
38047,86000US79235,2805,23270
38048,86000US79236,247,29018
38049,86000US79237,389,25987
38050,86000US79239,166,16477
38051,86000US79240,24,10909
38052,86000US79241,1964,25492
38053,86000US79243,63,26406
38054,86000US79244,410,16477
38055,86000US79245,1880,13447
38056,86000US79247,37,11719
38057,86000US79248,1284,18664
38058,86000US79250,1122,23700
38059,86000US79251,73,11932
38060,86000US79252,2566,18636
38061,86000US79255,495,22759
38062,86000US79256,376,18214
38063,86000US79257,876,23359
38064,86000US79258,11,.
38065,86000US79259,81,32188
38066,86000US79261,442,20372
38067,86000US79311,2955,25430
38068,86000US79312,806,22083
38069,86000US79313,1160,21935
38070,86000US79314,55,13571
38071,86000US79316,8701,18510
38072,86000US79322,1601,20060
38073,86000US79323,4618,25185
38074,86000US79324,6,.
38075,86000US79325,1819,25691
38076,86000US79326,0,.
38077,86000US79329,2617,26597
38078,86000US79330,174,30938
38079,86000US79331,10596,21956
38080,86000US79336,13513,21287
38081,86000US79339,5543,19081
38082,86000US79342,410,22552
38083,86000US79343,1066,22083
38084,86000US79344,44,24063
38085,86000US79345,700,23661
38086,86000US79346,1845,16594
38087,86000US79347,5395,22500
38088,86000US79350,212,30125
38089,86000US79351,1074,19125
38090,86000US79353,7,.
38091,86000US79355,1579,24000
38092,86000US79356,5181,23134
38093,86000US79357,1879,18396
38094,86000US79358,833,26563
38095,86000US79359,1970,21907
38096,86000US79360,9865,25830
38097,86000US79363,3928,24681
38098,86000US79364,6612,20646
38099,86000US79366,1055,46188
38100,86000US79367,536,26250
38101,86000US79369,86,22266
38102,86000US79370,1493,17164
38103,86000US79371,1001,25101
38104,86000US79372,835,20000
38105,86000US79373,2604,23672
38106,86000US79376,72,20417
38107,86000US79377,199,20167
38108,86000US79378,312,27083
38109,86000US79379,476,25848
38110,86000US79380,200,21389
38111,86000US79381,974,24775
38112,86000US79382,4555,26930
38113,86000US79401,6628,8018
38114,86000US79403,13457,16298
38115,86000US79404,8281,16549
38116,86000US79406,7154,3005
38117,86000US79407,13702,23815
38118,86000US79410,7450,20865
38119,86000US79411,6995,14245
38120,86000US79412,12042,17450
38121,86000US79413,16509,25839
38122,86000US79414,14343,18941
38123,86000US79415,14212,13780
38124,86000US79416,26386,21847
38125,86000US79423,26243,29356
38126,86000US79424,32332,38756
38127,86000US79501,2541,21449
38128,86000US79502,956,19762
38129,86000US79503,150,20833
38130,86000US79504,2512,22344
38131,86000US79505,281,19276
38132,86000US79506,630,21616
38133,86000US79508,1111,32292
38134,86000US79510,6386,25382
38135,86000US79511,805,31667
38136,86000US79512,6868,19429
38137,86000US79517,123,48750
38138,86000US79518,148,22188
38139,86000US79519,68,20455
38140,86000US79520,1644,23118
38141,86000US79521,3209,20887
38142,86000US79525,1919,19045
38143,86000US79526,627,36607
38144,86000US79527,164,22167
38145,86000US79528,552,23594
38146,86000US79529,1025,16996
38147,86000US79530,368,19500
38148,86000US79532,830,18158
38149,86000US79533,297,24432
38150,86000US79534,173,22056
38151,86000US79535,72,34063
38152,86000US79536,3552,21892
38153,86000US79537,91,32614
38154,86000US79538,138,31111
38155,86000US79539,167,16550
38156,86000US79540,82,36667
38157,86000US79541,697,27583
38158,86000US79543,946,25000
38159,86000US79544,378,18403
38160,86000US79545,1407,26520
38161,86000US79546,1597,18750
38162,86000US79547,574,20196
38163,86000US79548,163,29167
38164,86000US79549,12630,21621
38165,86000US79553,2692,16907
38166,86000US79556,10245,19008
38167,86000US79560,75,24375
38168,86000US79561,515,22788
38169,86000US79562,3113,31925
38170,86000US79563,905,22581
38171,86000US79565,203,30000
38172,86000US79566,260,36094
38173,86000US79567,2460,21519
38174,86000US79601,24448,12478
38175,86000US79602,16932,26511
38176,86000US79603,18176,20108
38177,86000US79605,23330,23211
38178,86000US79606,18565,31092
38179,86000US79607,2055,21772
38180,86000US79699,331,3300
38181,86000US79701,21243,20417
38182,86000US79703,15813,29049
38183,86000US79705,26120,30771
38184,86000US79706,15454,28654
38185,86000US79707,27900,37015
38186,86000US79713,454,36518
38187,86000US79714,11628,27361
38188,86000US79718,777,18292
38189,86000US79719,353,16067
38190,86000US79720,27953,22896
38191,86000US79730,226,24643
38192,86000US79731,3297,23641
38193,86000US79733,139,20000
38194,86000US79734,1841,25607
38195,86000US79735,10674,21884
38196,86000US79738,217,37955
38197,86000US79739,723,24279
38198,86000US79741,193,16250
38199,86000US79742,320,20729
38200,86000US79743,279,23194
38201,86000US79744,957,35329
38202,86000US79745,4561,24012
38203,86000US79748,82,25000
38204,86000US79749,277,24688
38205,86000US79752,1605,21035
38206,86000US79754,71,42500
38207,86000US79755,142,38162
38208,86000US79756,7127,23376
38209,86000US79758,1201,30833
38210,86000US79759,0,.
38211,86000US79761,23690,23429
38212,86000US79762,31031,31177
38213,86000US79763,25012,22288
38214,86000US79764,15714,23129
38215,86000US79765,6449,37011
38216,86000US79766,6076,15848
38217,86000US79770,0,.
38218,86000US79772,9953,15468
38219,86000US79777,227,31146
38220,86000US79778,776,24973
38221,86000US79780,447,21354
38222,86000US79781,214,27841
38223,86000US79782,3034,22163
38224,86000US79783,189,40417
38225,86000US79785,145,9006
38226,86000US79788,269,18000
38227,86000US79789,900,30406
38228,86000US79821,5403,16367
38229,86000US79830,6135,25340
38230,86000US79831,21,42292
38231,86000US79834,119,41458
38232,86000US79835,9178,15758
38233,86000US79836,3866,19254
38234,86000US79837,402,17548
38235,86000US79838,6031,14200
38236,86000US79839,1369,13750
38237,86000US79842,566,21458
38238,86000US79843,2129,24283
38239,86000US79845,3620,13811
38240,86000US79846,30,9643
38241,86000US79847,44,37891
38242,86000US79848,705,23480
38243,86000US79849,9496,13893
38244,86000US79851,648,14964
38245,86000US79852,743,18904
38246,86000US79853,2158,13830
38247,86000US79854,134,29318
38248,86000US79855,1881,12629
38249,86000US79901,8434,10258
38250,86000US79902,17704,15429
38251,86000US79903,14268,15112
38252,86000US79904,24892,18589
38253,86000US79905,19995,12282
38254,86000US79906,2586,26832
38255,86000US79907,41234,14436
38256,86000US79908,2181,29551
38257,86000US79911,1997,46250
38258,86000US79912,62333,27441
38259,86000US79915,30229,13668
38260,86000US79916,2850,25126
38261,86000US79920,66,26852
38262,86000US79922,6934,29886
38263,86000US79924,44735,21217
38264,86000US79925,33607,23126
38265,86000US79927,29464,15402
38266,86000US79928,34291,22356
38267,86000US79930,23209,15943
38268,86000US79932,19427,21626
38269,86000US79934,15155,38975
38270,86000US79935,14988,20388
38271,86000US79936,85563,24281
38272,86000US79938,41889,23359
38273,86000US79942,0,.
38274,86000US80002,15447,28197
38275,86000US80003,27919,28852
38276,86000US80004,29217,34805
38277,86000US80005,21791,41134
38278,86000US80007,5582,53641
38279,86000US80010,30726,16491
38280,86000US80011,35173,22471
38281,86000US80012,36796,25090
38282,86000US80013,54624,34186
38283,86000US80014,30540,30463
38284,86000US80015,49395,38121
38285,86000US80016,31748,46991
38286,86000US80017,25731,28876
38287,86000US80018,7468,44116
38288,86000US80019,1712,28841
38289,86000US80020,38210,36590
38290,86000US80021,25392,37262
38291,86000US80022,31544,28371
38292,86000US80023,11533,51310
38293,86000US80024,311,21250
38294,86000US80025,188,39712
38295,86000US80026,21587,35064
38296,86000US80027,24999,44610
38297,86000US80030,11978,22048
38298,86000US80031,27320,34587
38299,86000US80033,20611,29211
38300,86000US80045,529,18333
38301,86000US80101,216,26000
38302,86000US80102,4058,32245
38303,86000US80103,1906,30685
38304,86000US80104,20843,37261
38305,86000US80105,888,32179
38306,86000US80106,3610,38333
38307,86000US80107,9271,36984
38308,86000US80108,17376,52782
38309,86000US80109,12895,50372
38310,86000US80110,17273,24926
38311,86000US80111,24052,45674
38312,86000US80112,24910,42955
38313,86000US80113,17517,30885
38314,86000US80116,3210,37232
38315,86000US80117,2261,31790
38316,86000US80118,4434,47732
38317,86000US80120,24356,29452
38318,86000US80121,14934,38798
38319,86000US80122,25252,38286
38320,86000US80123,36380,37419
38321,86000US80124,14339,46676
38322,86000US80125,7494,50202
38323,86000US80126,30247,52490
38324,86000US80127,35599,45547
38325,86000US80128,29507,37923
38326,86000US80129,20853,53262
38327,86000US80130,20973,53398
38328,86000US80131,114,20893
38329,86000US80132,15901,42326
38330,86000US80133,1649,35724
38331,86000US80134,42730,48017
38332,86000US80135,3131,40293
38333,86000US80136,4078,40111
38334,86000US80137,1009,34591
38335,86000US80138,22944,42598
38336,86000US80202,10702,50299
38337,86000US80203,19041,31894
38338,86000US80204,23747,19020
38339,86000US80205,24176,26117
38340,86000US80206,19356,41767
38341,86000US80207,16768,27617
38342,86000US80209,19524,47666
38343,86000US80210,30669,34712
38344,86000US80211,28084,30613
38345,86000US80212,15795,32401
38346,86000US80214,20844,22937
38347,86000US80215,15286,33572
38348,86000US80216,8469,17018
38349,86000US80218,17295,33818
38350,86000US80219,47003,20492
38351,86000US80220,28462,35220
38352,86000US80221,31463,24355
38353,86000US80222,17230,28780
38354,86000US80223,13482,22321
38355,86000US80224,13885,30723
38356,86000US80226,25402,28530
38357,86000US80227,27606,34074
38358,86000US80228,25853,35075
38359,86000US80229,37846,25933
38360,86000US80230,6195,46138
38361,86000US80231,28097,28903
38362,86000US80232,17769,31768
38363,86000US80233,36064,32271
38364,86000US80234,20724,34027
38365,86000US80235,7778,28927
